accommodates,neighbourhood_group_cleansed,property_type,room_type,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,price
8,Cascade,3,Entire home/apt,4,2,3,5,4,0,25,1,1125,0,213.91971
1,Other neighborhoods,11,Private room,1,1,1,1,4,1361,50,1,1125,0,82.572975
4,Other neighborhoods,11,Entire home/apt,2,1,1,2,4,1061,30,1,28,0,99.08795
2,Ballard,9,Private room,1,1,1,1,2,68,20,2,21,1,58.82843
6,Delridge,11,Private room,2,0,1,4,4,865,0,1,1125,1,105.65847
6,Downtown,1,Entire home/apt,1,2,2,4,4,394,135,3,1125,1,432.2295
6,Ballard,11,Entire home/apt,4,1,2,5,4,797,200,3,1125,1,123.83087
4,Ballard,9,Entire home/apt,1,1,2,3,4,1172,60,2,28,1,128.13524
4,Capitol Hill,1,Entire home/apt,1,1,1,2,4,701,55,1,1125,1,132.7855
4,Queen Anne,9,Entire home/apt,2,1,1,2,4,515,40,2,1125,0,101.78524
8,West Seattle,11,Entire home/apt,2,2,3,3,4,234,150,2,30,0,295.03772
2,Cascade,1,Entire home/apt,1,1,0,1,4,1315,50,1,21,1,131.80731
4,Downtown,7,Entire home/apt,1,1,0,2,4,327,49,1,1125,0,105.30292
2,Other neighborhoods,11,Private room,1,1,1,1,4,1490,15,1,1125,0,53.344437
3,Ballard,10,Entire home/apt,2,1,1,0,4,379,35,3,60,1,88.919205
4,Cascade,1,Entire home/apt,1,2,2,2,4,720,230,30,1125,0,219.05344
8,Beacon Hill,18,Entire home/apt,6,3,3,5,4,353,120,2,1125,0,341.28818
1,Northgate,11,Private room,1,1,1,1,4,1371,20,3,1125,1,71.50809
1,University District,11,Shared room,1,3,1,1,4,1370,75,3,90,0,61.957233
12,Queen Anne,1,Entire home/apt,10,2,4,4,4,197,260,2,1125,1,362.8505
2,Central Area,11,Private room,1,1,1,1,4,1492,40,2,14,0,72.493675
2,Rainier Valley,10,Entire home/apt,1,1,1,1,4,1495,60,5,1125,0,100.859665
2,Beacon Hill,9,Entire home/apt,1,1,0,0,4,851,50,2,1125,0,105.19366
2,West Seattle,10,Entire home/apt,1,1,0,1,4,134,0,2,29,1,87.35563
4,Capitol Hill,1,Entire home/apt,2,1,1,2,4,1199,50,2,1125,1,143.27994
3,Other neighborhoods,9,Entire home/apt,2,1,1,1,4,871,35,2,30,0,86.24974
2,Downtown,1,Private room,1,1,1,1,4,884,14,1,90,0,104.70306
1,Downtown,1,Private room,1,1,1,1,4,1231,25,1,14,0,109.9268
4,Delridge,11,Private room,2,1,2,3,4,1514,30,6,300,1,60.33796
3,Capitol Hill,15,Entire home/apt,2,1,0,1,4,1218,60,2,12,1,155.87903
2,Magnolia,18,Private room,1,1,1,1,4,1404,15,1,1125,0,71.11201
5,Delridge,9,Entire home/apt,2,1,2,3,4,1055,60,1,30,0,104.328865
4,Other neighborhoods,9,Entire home/apt,2,1,1,2,4,1431,55,2,30,0,109.06109
4,Central Area,1,Entire home/apt,2,1,1,1,4,252,69,2,14,0,105.48031
8,Delridge,18,Entire home/apt,1,3,3,4,4,440,150,2,1125,1,279.74368
6,Other neighborhoods,1,Entire home/apt,4,1,3,3,4,543,99,2,365,1,250.24463
4,Downtown,1,Entire home/apt,2,1,1,1,4,403,80,2,1125,0,193.96053
4,University District,11,Entire home/apt,4,2,4,3,4,850,75,2,1125,0,189.39323
2,Other neighborhoods,11,Entire home/apt,2,1,1,1,4,552,0,1,1125,1,107.88357
2,Queen Anne,11,Private room,1,1,1,1,4,1323,20,2,7,1,73.35287
4,Central Area,4,Entire home/apt,4,2,2,2,4,789,40,1,1125,1,211.74756
8,Queen Anne,11,Entire home/apt,8,3,4,5,4,468,200,2,1125,0,442.8021
4,Downtown,1,Entire home/apt,1,1,1,2,4,148,135,30,1125,1,173.16745
4,Downtown,1,Entire home/apt,2,1,0,2,4,1529,50,1,1125,1,140.66376
4,Other neighborhoods,15,Entire home/apt,1,2,2,2,4,413,0,1,1125,1,155.83429
4,Ballard,1,Entire home/apt,1,1,1,3,4,530,50,2,1125,0,118.07143
2,Central Area,15,Entire home/apt,1,1,0,1,4,1251,75,1,1125,1,123.93538
4,West Seattle,11,Entire home/apt,1,1,2,2,4,998,90,2,1125,0,117.90708
2,Delridge,9,Entire home/apt,1,1,1,1,4,1349,45,1,7,0,103.27502
4,West Seattle,9,Entire home/apt,1,1,1,2,4,959,15,1,90,1,84.145615
3,Downtown,1,Entire home/apt,2,1,1,1,4,600,89,2,1125,1,247.42513
5,Queen Anne,1,Entire home/apt,2,1,2,2,4,732,85,1,20,0,147.50793
8,University District,18,Entire home/apt,4,2,3,6,4,128,125,1,28,1,248.8012
2,Queen Anne,7,Private room,2,1,1,1,4,1283,40,2,1125,0,86.24751
4,Ballard,11,Entire home/apt,1,1,2,2,4,1065,0,1,1125,0,125.81272
12,Northgate,11,Entire home/apt,1,2,4,4,4,505,300,2,60,0,392.56497
3,Capitol Hill,1,Entire home/apt,2,1,0,2,4,1233,50,1,1125,1,132.4626
2,Cascade,15,Entire home/apt,1,1,1,1,4,304,75,2,1125,1,129.39183
2,Rainier Valley,11,Private room,1,1,1,1,2,420,10,1,14,1,43.18184
6,Downtown,1,Entire home/apt,6,1,2,3,4,606,125,1,365,1,331.01993
2,Capitol Hill,1,Entire home/apt,1,1,1,1,4,409,30,3,27,0,95.09631
2,University District,1,Entire home/apt,1,1,0,1,4,1517,65,1,1125,0,110.07714
4,Northgate,1,Entire home/apt,1,1,2,2,4,1079,0,5,64,1,132.07349
3,University District,1,Entire home/apt,1,1,1,2,4,78,60,1,1125,0,98.2729
3,Other neighborhoods,1,Entire home/apt,2,1,1,2,4,532,15,2,29,0,75.40525
1,West Seattle,6,Entire home/apt,1,1,0,1,4,826,5,1,1125,0,118.766136
4,Ballard,9,Entire home/apt,4,1,2,1,4,874,75,2,28,0,167.08087
2,Ballard,4,Entire home/apt,2,1,1,1,4,1180,30,2,21,0,90.895
2,Downtown,7,Entire home/apt,1,1,0,1,4,175,100,1,1125,0,213.88077
2,Downtown,7,Entire home/apt,1,1,1,1,4,291,50,3,60,1,116.1568
3,Central Area,1,Entire home/apt,2,1,0,1,4,698,30,1,20,1,86.36371
4,Downtown,7,Entire home/apt,1,1,1,1,4,927,130,2,7,1,182.88066
2,Cascade,15,Entire home/apt,1,1,1,1,4,294,75,2,1125,1,129.39183
2,Delridge,10,Entire home/apt,2,1,1,1,4,1187,30,2,1125,0,73.13149
2,Downtown,1,Entire home/apt,2,1,0,1,4,1295,75,30,1125,0,138.22122
5,Northgate,11,Entire home/apt,2,1,1,2,4,1084,55,1,1125,1,117.12312
2,Cascade,15,Entire home/apt,1,1,1,1,4,301,75,2,1125,1,129.39183
2,Cascade,15,Entire home/apt,1,1,1,1,4,303,75,2,1125,1,129.39183
4,Other neighborhoods,18,Entire home/apt,4,1,2,2,4,441,189,3,40,1,137.38272
3,Downtown,1,Entire home/apt,2,1,1,1,4,599,89,2,1125,1,247.42513
11,Queen Anne,11,Entire home/apt,4,2,4,8,4,1321,185,2,31,0,386.59393
2,Ballard,10,Entire home/apt,1,1,1,1,4,21,40,4,15,1,91.27853
14,Ballard,11,Entire home/apt,10,3,5,9,4,640,200,2,29,1,452.46213
4,Downtown,7,Entire home/apt,1,1,2,2,4,374,115,3,1125,1,211.96411
4,Other neighborhoods,1,Entire home/apt,4,1,1,2,4,261,95,1,365,1,128.62659
6,Ballard,18,Entire home/apt,1,2,3,4,4,655,125,3,24,0,299.35593
8,University District,18,Entire home/apt,4,1,2,5,4,1453,80,1,1000,1,170.35413
3,Ballard,1,Entire home/apt,3,1,0,2,4,1277,45,2,1125,1,94.33159
4,Other neighborhoods,1,Entire home/apt,2,1,1,2,4,31,30,2,1125,0,89.78975
3,Other neighborhoods,9,Entire home/apt,2,1,0,2,4,734,75,3,30,0,114.29606
2,Other neighborhoods,9,Entire home/apt,2,1,1,1,4,180,30,1,14,1,77.61393
2,Other neighborhoods,9,Entire home/apt,1,1,1,1,4,58,80,2,1125,0,104.77679
2,Ballard,13,Entire home/apt,1,1,0,1,4,1347,75,2,1125,0,126.31451
10,Central Area,18,Entire home/apt,6,2,3,5,4,108,150,1,365,1,348.38034
4,Capitol Hill,1,Entire home/apt,2,1,1,2,4,1313,50,2,14,1,149.99431
3,Other neighborhoods,1,Entire home/apt,3,1,1,2,4,209,54,1,30,0,95.56708
3,University District,1,Entire home/apt,2,1,1,1,4,1190,60,1,1125,1,116.12723
6,Capitol Hill,11,Entire home/apt,4,2,3,4,4,1134,150,1,30,0,252.85878
2,Downtown,1,Entire home/apt,2,1,1,1,4,594,75,30,1125,0,195.42224
1,Queen Anne,4,Private room,1,1,1,1,4,241,49,2,1125,0,80.51264
5,Queen Anne,1,Entire home/apt,1,1,1,3,4,1497,55,2,15,0,139.77872
4,Ballard,1,Entire home/apt,1,1,2,2,4,934,40,2,1125,1,107.70737
3,Downtown,1,Entire home/apt,2,1,1,1,4,744,89,2,1125,1,179.16344
4,Ballard,1,Entire home/apt,2,1,1,1,4,909,25,1,31,0,98.943016
6,Capitol Hill,1,Entire home/apt,3,1,3,3,4,1213,85,2,12,1,229.32164
6,Downtown,1,Entire home/apt,1,2,2,3,4,332,109,2,1125,1,821.7047
2,Other neighborhoods,11,Private room,1,1,1,1,4,1480,15,2,30,1,52.592785
4,Beacon Hill,1,Entire home/apt,2,1,1,1,4,1122,75,2,1125,0,133.39127
2,Beacon Hill,11,Private room,1,1,1,1,4,1419,25,1,21,1,63.11469
6,West Seattle,11,Entire home/apt,4,2,3,3,4,1058,125,2,1125,0,233.07933
2,Beacon Hill,18,Private room,1,1,1,1,4,1394,15,2,1125,1,71.65791
6,University District,11,Entire home/apt,4,1,2,3,4,833,75,3,1125,0,135.43289
2,Beacon Hill,11,Private room,1,2,1,1,4,811,50,1,1125,1,82.40346
3,Queen Anne,11,Entire home/apt,2,1,1,1,4,666,75,1,30,0,124.604164
4,Queen Anne,11,Entire home/apt,4,1,4,5,4,494,150,2,14,0,275.4245
5,West Seattle,11,Entire home/apt,2,1,1,2,4,467,75,1,365,0,111.3878
4,Other neighborhoods,11,Entire home/apt,1,3,3,4,4,382,191,2,28,1,251.42259
2,Downtown,7,Entire home/apt,2,1,1,1,4,103,100,5,90,0,182.43254
2,Northgate,11,Private room,1,1,1,1,4,44,0,1,29,1,61.84846
5,Rainier Valley,11,Entire home/apt,3,1,2,3,4,352,120,2,1125,0,187.62459
2,Lake City,11,Entire home/apt,2,1,1,1,4,499,75,2,28,0,114.82181
4,West Seattle,9,Entire home/apt,4,1,2,3,4,578,95,2,1125,1,151.29471
10,West Seattle,11,Entire home/apt,10,2,4,5,4,1057,150,4,30,0,369.3811
2,Central Area,18,Private room,1,1,1,1,4,957,0,2,1125,0,75.94158
2,Downtown,1,Entire home/apt,3,1,0,1,4,886,47,1,90,1,136.88298
4,Other neighborhoods,9,Entire home/apt,1,1,1,1,4,433,75,1,1125,0,115.64519
3,Downtown,13,Entire home/apt,2,1,1,2,4,971,80,1,1125,0,156.5456
2,Rainier Valley,11,Private room,1,1,1,1,4,678,7,2,1125,0,71.30241
2,Capitol Hill,11,Entire home/apt,1,1,1,1,4,758,40,3,1125,0,99.67494
4,Capitol Hill,1,Entire home/apt,1,1,1,2,4,384,85,2,1125,1,138.5849
6,Ballard,18,Entire home/apt,1,2,3,15,4,1140,265,2,1125,1,272.5984
4,Rainier Valley,9,Entire home/apt,2,1,1,2,4,1169,50,3,1125,1,113.7141
6,Downtown,7,Entire home/apt,1,1,2,2,4,104,130,2,1125,0,139.78783
6,Downtown,15,Entire home/apt,1,2,2,3,4,549,105,2,1125,1,377.04205
1,Ballard,18,Private room,1,1,1,1,4,1494,20,1,90,1,67.22485
2,Capitol Hill,13,Entire home/apt,1,1,1,1,4,315,80,30,1125,0,92.83166
3,West Seattle,9,Entire home/apt,2,1,1,2,4,903,39,1,62,0,93.07764
4,Capitol Hill,11,Entire home/apt,2,1,2,3,4,1028,110,2,28,0,198.54634
5,Other neighborhoods,11,Entire home/apt,4,1,2,2,4,1022,50,2,1125,1,136.86232
4,Northgate,1,Entire home/apt,2,1,1,2,4,1005,40,1,1125,1,97.06628
2,Downtown,1,Entire home/apt,1,1,1,1,4,914,75,30,1125,0,155.83978
2,Downtown,1,Entire home/apt,2,1,0,1,4,1309,50,1,1125,1,141.04045
4,Central Area,9,Entire home/apt,2,1,2,2,4,692,0,2,1125,0,135.44193
6,Other neighborhoods,18,Entire home/apt,1,2,2,3,4,987,217,2,1125,1,230.5864
2,Downtown,1,Entire home/apt,2,1,1,1,4,597,75,30,1125,1,231.80606
2,Downtown,1,Entire home/apt,2,1,1,1,4,320,100,1,365,1,432.2193
2,Queen Anne,1,Entire home/apt,1,1,1,1,4,1331,0,2,1125,1,121.25594
4,Capitol Hill,1,Entire home/apt,1,1,2,3,4,264,80,2,1125,0,142.6218
2,Downtown,1,Entire home/apt,1,1,0,1,4,1299,75,5,1125,0,173.74854
6,Downtown,7,Entire home/apt,6,1,2,2,4,101,130,1,365,0,159.4487
2,West Seattle,11,Entire home/apt,2,1,1,1,4,139,60,1,1125,1,97.79899
4,Lake City,11,Private room,2,1,1,2,4,1396,5,1,90,1,372.07935
6,Other neighborhoods,11,Entire home/apt,1,2,3,2,4,220,150,2,1125,0,235.3716
1,Other neighborhoods,11,Private room,1,1,1,1,4,1348,0,1,1125,1,104.22784
2,Rainier Valley,4,Private room,1,1,1,1,4,365,20,1,4,0,56.28822
2,Cascade,1,Entire home/apt,2,1,1,1,4,1524,95,20,1125,1,158.7443
2,Northgate,11,Private room,1,1,0,1,2,571,20,2,25,1,52.489513
2,Ballard,18,Private room,1,1,1,1,4,59,65,2,26,1,82.65104
2,Beacon Hill,10,Entire home/apt,1,1,1,1,4,647,45,2,180,1,91.631256
4,Queen Anne,11,Private room,2,2,1,2,4,1562,20,1,21,1,123.870445
4,Lake City,11,Entire home/apt,2,1,1,2,4,435,20,1,180,1,73.146835
3,Magnolia,11,Private room,3,1,1,2,4,370,0,2,1125,1,113.39571
6,West Seattle,4,Entire home/apt,1,1,2,3,4,691,130,2,180,1,155.61728
2,University District,1,Entire home/apt,1,1,0,1,4,62,50,1,1125,0,103.372696
2,Magnolia,11,Entire home/apt,1,1,0,1,4,1511,0,2,1125,0,107.36302
2,Lake City,11,Private room,1,2,1,1,2,1436,25,1,15,1,44.449432
2,University District,1,Entire home/apt,1,1,1,1,4,1527,60,2,1125,0,116.16091
8,Other neighborhoods,11,Entire home/apt,4,2,2,4,4,385,120,4,15,0,259.33786
2,Magnolia,10,Entire home/apt,1,1,0,1,4,1376,39,1,30,1,86.76679
6,Queen Anne,1,Entire home/apt,4,1,2,2,4,1039,130,2,1125,1,188.05997
3,Downtown,1,Entire home/apt,2,1,1,1,4,743,89,2,1125,1,179.16344
2,Capitol Hill,1,Entire home/apt,1,1,1,1,4,1570,50,1,1125,1,124.17392
12,Other neighborhoods,11,Entire home/apt,1,2,3,3,4,503,150,3,30,0,297.15237
2,Ballard,1,Entire home/apt,1,1,0,1,4,960,50,7,90,0,77.45997
2,Delridge,9,Entire home/apt,1,1,0,1,4,1409,35,1,14,1,59.63835
3,Downtown,1,Entire home/apt,2,1,1,1,4,743,89,2,1125,1,179.16344
2,West Seattle,9,Entire home/apt,2,1,1,1,4,478,100,2,30,1,117.24356
6,Other neighborhoods,11,Entire home/apt,4,1,2,3,4,1019,85,1,28,1,134.99243
6,Other neighborhoods,11,Entire home/apt,2,2,2,3,4,1117,65,2,17,0,183.02203
4,Capitol Hill,1,Entire home/apt,2,1,1,2,4,1279,20,1,1125,1,132.3533
3,Northgate,1,Entire home/apt,2,1,1,1,4,389,50,2,1125,0,111.58403
10,Queen Anne,11,Entire home/apt,8,2,4,5,4,434,200,2,30,0,450.41318
2,Ballard,1,Private room,1,1,1,1,4,66,20,2,14,1,65.73224
3,Downtown,1,Entire home/apt,1,1,1,1,4,892,60,2,1125,1,169.97098
6,Northgate,11,Entire home/apt,4,1,2,3,4,1084,65,1,1125,1,149.92233
6,Central Area,11,Entire home/apt,6,2,3,3,4,32,288,2,1125,1,177.69174
12,Rainier Valley,11,Entire home/apt,1,2,3,7,4,989,150,2,1125,1,352.80807
2,Northgate,11,Private room,1,1,1,1,4,1469,45,7,30,1,48.523273
4,Other neighborhoods,1,Entire home/apt,4,2,2,2,4,96,60,2,1125,1,181.9316
7,Rainier Valley,11,Entire home/apt,1,2,3,4,4,830,95,1,15,1,170.54419
4,Central Area,1,Entire home/apt,1,1,0,2,4,91,40,1,21,1,80.115776
3,Capitol Hill,1,Entire home/apt,1,1,0,2,4,700,55,1,1125,1,125.92374
4,Downtown,1,Entire home/apt,1,1,2,3,4,142,75,3,250,0,164.43306
3,Downtown,1,Entire home/apt,1,1,0,1,4,335,80,1,1125,0,158.42746
2,Lake City,9,Entire home/apt,1,1,0,2,4,1439,35,2,30,1,73.617836
4,Central Area,1,Entire home/apt,1,1,1,1,4,1280,0,4,8,0,125.75927
8,Other neighborhoods,11,Entire home/apt,8,2,3,6,4,897,120,3,1125,0,301.0414
2,Central Area,11,Private room,1,1,1,1,4,966,15,2,35,0,53.400513
2,Ballard,18,Private room,1,1,1,1,4,310,25,1,1125,0,65.34398
4,Capitol Hill,7,Entire home/apt,1,1,2,3,4,523,82,1,28,1,149.71233
3,Capitol Hill,1,Entire home/apt,2,1,1,1,4,1141,50,1,1125,1,158.24431
8,Other neighborhoods,11,Entire home/apt,7,2,3,3,4,111,125,25,400,0,279.89688
3,Beacon Hill,5,Entire home/apt,3,0,1,2,4,337,15,1,100,1,84.82952
3,Downtown,1,Entire home/apt,2,1,1,1,4,747,89,2,1125,1,175.23964
3,Downtown,1,Entire home/apt,2,1,0,1,4,745,89,2,1125,1,151.0592
4,Downtown,1,Entire home/apt,3,1,1,2,4,737,70,2,1125,1,166.9933
1,Other neighborhoods,11,Private room,1,1,1,1,4,1580,30,1,7,1,53.853756
2,Downtown,1,Entire home/apt,2,1,0,1,4,42,50,2,1125,1,136.17609
3,Downtown,1,Entire home/apt,2,1,1,1,4,745,89,2,1125,1,179.16344
2,Downtown,1,Entire home/apt,1,1,1,1,4,1344,200,120,270,0,110.21205
4,Seward Park,9,Entire home/apt,2,1,2,2,4,798,100,3,180,0,105.46902
6,Downtown,7,Entire home/apt,6,2,2,3,4,331,180,1,365,1,219.11557
2,Downtown,1,Entire home/apt,1,1,0,1,4,1325,60,2,12,1,172.7981
7,Other neighborhoods,11,Entire home/apt,6,1,3,4,4,485,100,2,1125,0,203.22037
2,Other neighborhoods,11,Shared room,1,2,1,1,4,1499,5,1,31,1,73.074486
2,Downtown,17,Entire home/apt,2,1,0,1,4,774,0,2,7,1,150.8496
4,Downtown,1,Private room,2,1,1,1,4,1343,20,2,1125,1,125.34719
1,University District,11,Private room,1,1,1,1,4,80,20,1,21,1,56.776546
3,Other neighborhoods,11,Entire home/apt,3,1,2,3,4,233,200,5,1125,0,173.35872
3,Capitol Hill,1,Entire home/apt,2,1,1,1,4,603,50,1,45,1,147.33759
4,Beacon Hill,1,Entire home/apt,2,1,1,1,4,1014,45,2,120,1,98.868164
2,Capitol Hill,1,Entire home/apt,1,1,0,1,4,908,50,1,1125,1,117.13929
4,Capitol Hill,1,Entire home/apt,1,1,1,2,4,92,50,2,1125,0,119.0638
2,Capitol Hill,1,Entire home/apt,2,1,1,1,4,144,65,1,1125,1,106.90026
2,Rainier Valley,9,Private room,1,1,1,1,4,338,50,1,1125,0,115.66477
3,Lake City,9,Entire home/apt,2,1,0,1,4,46,45,3,1125,0,112.58834
6,Magnolia,11,Entire home/apt,2,1,1,2,4,1035,50,1,1125,0,113.08692
2,Capitol Hill,7,Entire home/apt,1,1,1,1,4,311,50,3,1125,0,118.385376
4,Other neighborhoods,1,Entire home/apt,1,1,2,3,4,1167,75,60,180,0,161.81114
2,West Seattle,1,Entire home/apt,2,1,1,2,4,1534,60,2,7,0,111.97337
6,Central Area,11,Entire home/apt,4,1,2,2,4,110,100,2,90,1,168.07446
5,Downtown,1,Entire home/apt,4,2,2,2,4,599,129,2,1125,1,447.25397
4,Queen Anne,11,Entire home/apt,1,2,3,3,4,985,0,1,20,0,237.75038
6,Downtown,1,Entire home/apt,1,1,2,4,4,147,135,3,1125,1,267.50772
4,Cascade,7,Entire home/apt,4,1,2,2,4,464,50,5,365,1,198.59132
2,Cascade,15,Entire home/apt,1,1,1,1,4,297,75,2,1125,1,129.39183
5,Capitol Hill,1,Entire home/apt,2,1,1,3,4,539,80,3,730,0,144.8832
12,Other neighborhoods,11,Entire home/apt,10,3,6,9,4,832,300,2,1125,0,324.85016
2,Other neighborhoods,11,Private room,1,1,1,1,4,1366,100,2,31,0,95.59055
2,Central Area,11,Entire home/apt,2,1,0,2,4,1018,50,1,90,0,100.49512
3,West Seattle,11,Entire home/apt,2,1,1,1,4,437,75,3,20,1,122.08062
4,Queen Anne,7,Entire home/apt,4,1,2,2,4,643,35,2,20,0,139.99313
4,Downtown,7,Entire home/apt,2,1,1,2,4,149,90,3,60,1,127.93898
2,Capitol Hill,1,Private room,1,1,1,1,4,1126,40,2,7,1,87.42818
6,Queen Anne,11,Entire home/apt,6,1,3,3,4,604,193,2,90,1,193.29698
3,Cascade,1,Entire home/apt,4,1,1,2,4,750,0,1,1125,1,217.30083
4,Capitol Hill,1,Entire home/apt,1,1,2,2,4,1049,150,2,240,1,188.68954
5,Queen Anne,1,Entire home/apt,1,1,1,1,4,1100,0,28,1125,0,137.25499
4,Rainier Valley,9,Entire home/apt,4,1,2,4,4,1461,30,2,29,1,243.49068
2,Beacon Hill,11,Entire home/apt,2,1,1,1,4,1013,55,3,365,0,102.219055
4,Other neighborhoods,11,Entire home/apt,4,1,2,2,4,245,75,4,1125,0,142.89467
5,Delridge,11,Entire home/apt,2,2,2,2,4,269,150,29,365,0,145.16713
2,Other neighborhoods,11,Private room,1,1,1,1,4,1450,10,1,1125,0,52.383316
6,Queen Anne,11,Entire home/apt,6,2,3,4,4,670,323,3,1125,1,224.84299
12,Queen Anne,11,Entire home/apt,4,3,4,7,4,1048,150,3,1125,0,371.40262
2,Downtown,1,Private room,1,1,1,1,4,1585,40,1,1125,1,120.66793
2,Other neighborhoods,11,Private room,1,1,1,2,4,129,25,14,1125,0,46.97811
5,Downtown,1,Entire home/apt,4,1,2,2,4,753,129,2,1125,1,235.51009
6,Rainier Valley,11,Entire home/apt,4,2,2,3,4,836,150,2,1125,0,237.04276
5,Other neighborhoods,11,Entire home/apt,2,1,2,3,4,1064,40,1,1125,1,104.86537
12,Central Area,11,Entire home/apt,6,2,3,6,4,273,150,1,365,1,320.8615
2,Other neighborhoods,18,Private room,1,1,1,1,0,567,0,1,1125,0,59.81926
4,Downtown,7,Entire home/apt,2,1,1,2,4,705,155,1,29,0,145.6086
4,Other neighborhoods,9,Entire home/apt,2,1,1,1,4,177,40,2,120,0,89.9833
2,West Seattle,9,Private room,1,1,1,1,4,973,50,1,28,0,81.4964
4,Other neighborhoods,1,Entire home/apt,2,1,0,2,4,1184,40,1,14,0,81.532524
4,Downtown,1,Entire home/apt,2,1,1,2,4,843,60,1,1125,1,159.00978
4,West Seattle,11,Entire home/apt,1,1,1,2,4,958,50,2,100,1,103.19716
6,Other neighborhoods,18,Entire home/apt,1,1,2,3,4,1532,105,1,1125,1,135.71797
2,Capitol Hill,1,Private room,1,1,1,1,4,1217,100,5,88,0,135.90526
2,Capitol Hill,7,Entire home/apt,1,1,1,2,4,258,30,2,1125,1,90.26675
3,Downtown,1,Entire home/apt,1,1,1,1,4,892,60,2,1125,1,169.97098
14,Queen Anne,1,Entire home/apt,10,3,5,5,4,1042,300,2,1125,1,399.5414
3,Northgate,18,Entire home/apt,1,1,2,2,4,1444,50,6,1125,1,129.16193
1,Other neighborhoods,11,Private room,1,1,1,1,4,1207,25,30,180,0,34.35997
2,Other neighborhoods,11,Private room,1,1,1,1,4,901,10,1,21,1,50.64044
4,Other neighborhoods,6,Private room,1,0,1,2,4,1441,0,1,1125,1,73.12241
2,Central Area,9,Entire home/apt,1,1,1,1,4,1186,40,1,7,0,83.14634
6,West Seattle,18,Entire home/apt,4,2,2,3,4,202,150,3,120,1,259.93384
11,Central Area,18,Entire home/apt,6,2,3,6,4,201,150,1,365,1,346.20007
2,Capitol Hill,11,Private room,1,1,2,1,4,407,30,2,30,0,86.9964
4,Other neighborhoods,11,Private room,1,1,1,1,4,517,0,1,9,1,78.56309
3,Delridge,11,Private room,2,1,1,2,4,937,0,1,181,1,71.59074
3,Rainier Valley,11,Private room,2,1,1,2,4,357,0,1,1125,0,80.92594
3,Beacon Hill,11,Private room,1,2,1,2,4,793,30,1,7,0,79.2088
6,Ballard,11,Entire home/apt,1,1,3,4,4,981,40,2,20,0,145.47668
8,Downtown,13,Entire home/apt,6,2,3,6,4,170,197,1,365,1,395.26434
5,Other neighborhoods,10,Entire home/apt,2,2,1,3,4,1179,40,1,14,1,142.96089
2,Capitol Hill,1,Entire home/apt,1,1,0,1,4,290,0,1,1125,1,97.980896
5,Queen Anne,9,Entire home/apt,2,1,2,2,4,518,50,1,1125,1,124.018326
1,Central Area,18,Private room,1,1,1,1,4,1426,35,2,30,0,61.702873
2,Capitol Hill,9,Entire home/apt,2,1,1,1,4,508,40,2,5,1,102.799675
2,Delridge,11,Private room,1,1,1,1,4,369,10,1,30,1,44.06384
6,Downtown,1,Entire home/apt,6,2,2,3,4,336,99,1,365,1,1004.95166
4,Other neighborhoods,9,Entire home/apt,1,1,2,2,4,275,79,3,61,0,145.11165
1,Other neighborhoods,11,Shared room,1,3,1,1,4,51,75,4,90,1,43.08608
2,Capitol Hill,0,Private room,1,1,1,1,4,77,0,1,1125,1,67.05442
2,Beacon Hill,11,Private room,1,1,1,1,4,1353,35,1,31,1,82.27778
2,Downtown,1,Entire home/apt,2,1,0,1,4,1219,60,2,12,1,175.35667
2,Downtown,1,Entire home/apt,1,1,0,1,4,1304,75,5,1125,0,173.74854
2,Rainier Valley,4,Private room,1,1,1,1,4,347,30,2,1125,0,76.054474
4,Ballard,1,Entire home/apt,1,1,1,1,4,840,125,2,30,1,113.53762
2,Other neighborhoods,11,Private room,1,1,1,1,4,1451,15,1,60,0,52.821117
2,Downtown,1,Entire home/apt,1,1,1,1,4,1289,79,3,1125,1,194.55322
2,Cascade,18,Private room,1,1,1,1,4,476,35,2,1125,1,99.983574
4,Magnolia,8,Entire home/apt,4,1,2,2,4,278,75,2,90,0,139.85008
2,Beacon Hill,9,Private room,1,1,1,1,4,1385,30,3,14,0,79.98073
6,Downtown,1,Entire home/apt,2,1,0,3,4,322,70,1,1124,1,137.87057
2,Cascade,15,Entire home/apt,1,1,1,1,4,292,75,2,1125,1,129.39183
2,Ballard,9,Entire home/apt,1,1,0,1,4,1350,80,4,1125,1,256.0911
4,Delridge,11,Entire home/apt,2,1,1,1,4,1448,40,1,9,0,75.32031
3,Downtown,1,Entire home/apt,2,1,1,1,4,753,89,2,1125,1,175.23964
2,Central Area,1,Private room,1,1,1,1,4,1543,40,1,1125,1,71.274956
4,Beacon Hill,11,Entire home/apt,4,1,2,3,4,492,13,1,1125,1,93.08098
2,Central Area,1,Private room,2,1,1,1,4,1285,30,2,1125,1,172.05678
4,Other neighborhoods,9,Entire home/apt,1,1,2,3,4,387,90,2,29,1,109.105415
2,Other neighborhoods,11,Private room,1,1,1,1,4,52,0,2,1125,1,66.06665
3,Cascade,1,Entire home/apt,2,1,1,1,4,601,89,2,1125,1,202.6356
3,Downtown,1,Entire home/apt,2,1,1,1,4,628,79,28,1125,0,238.46793
4,Capitol Hill,7,Entire home/apt,1,1,1,2,4,839,50,1,1125,1,127.49391
